n_leaves,n_colors,n_edges,max_cross_pairs,non_edges,non_edge_ratio,mean_out_degree,std_out_degree,max_out_degree,mean_in_degree,std_in_degree,max_in_degree,n_isolated_leaves,max_color_class_size,mean_color_class_size,std_color_class_size,n_singleton_colors,n_reciprocal_edges,reciprocal_ratio,density,reciprocity,n_nontrivial_scc,n_base_cherry_nodes,n_extension_edges,n_chain_nodes,has_chain,max_chain_length,extension_edges_per_cherry,n_false_positive_edges,n_false_negative_edges,num_species,num_hybridizations,mismatch
6,6,30,30,0,0.0,5.0,0.0,5,5.0,0.0,5,0,1,1.0,0.0,6,15,0.5,1.0,1.0,1,15,0,0,False,0,0.0,0,0,6,8,False
9,8,70,70,0,0.0,7.777777777777778,0.41573970964154905,8,7.777777777777778,0.41573970964154905,8,0,2,1.125,0.33071891388307384,7,35,0.5,0.9722222222222222,1.0,1,35,0,0,False,0,0.0,0,0,8,6,False
13,7,118,140,22,0.15714285714285714,9.076923076923077,1.9791815892720934,12,9.076923076923077,2.7862723501961284,12,0,3,1.8571428571428572,0.8329931278350429,3,48,0.4067796610169492,0.7564102564102564,0.8135593220338984,1,70,22,4,True,2,0.3142857142857143,0,0,7,6,False
7,3,19,32,13,0.40625,2.7142857142857144,0.6998542122237652,4,2.7142857142857144,1.4846149779161806,4,0,3,2.3333333333333335,0.4714045207910317,0,7,0.3684210526315789,0.4523809523809524,0.7368421052631579,1,16,13,3,True,2,0.8125,0,0,3,2,False
4,4,12,12,0,0.0,3.0,0.0,3,3.0,0.0,3,0,1,1.0,0.0,4,6,0.5,1.0,1.0,1,6,0,0,False,0,0.0,0,0,4,8,False
35,7,367,1026,659,0.6423001949317739,10.485714285714286,5.3844826177846,31,10.485714285714286,5.773691211355318,31,0,8,5.0,1.8516401995451028,0,128,0.34877384196185285,0.30840336134453783,0.6975476839237057,1,513,659,40,True,3,1.2846003898635479,0,0,7,3,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,7,False
7,7,42,42,0,0.0,6.0,0.0,6,6.0,0.0,6,0,1,1.0,0.0,7,21,0.5,1.0,1.0,1,21,0,0,False,0,0.0,0,0,7,5,False
6,5,25,28,3,0.10714285714285714,4.166666666666667,0.37267799624996495,5,4.166666666666667,1.462494064565354,5,0,2,1.2,0.4,4,11,0.44,0.8333333333333334,0.88,1,14,3,0,False,1,0.21428571428571427,0,0,5,6,False
14,9,163,170,7,0.041176470588235294,11.642857142857142,1.1088696211614302,13,11.642857142857142,1.2876968840942817,13,0,3,1.5555555555555556,0.6849348892187752,5,80,0.49079754601226994,0.8956043956043956,0.9815950920245399,1,85,7,1,True,2,0.08235294117647059,0,0,9,4,False
13,9,146,146,0,0.0,11.23076923076923,0.7994080650317895,12,11.23076923076923,0.7994080650317895,12,0,3,1.4444444444444444,0.6849348892187752,6,73,0.5,0.9358974358974359,1.0,1,73,0,0,False,0,0.0,0,0,9,1,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,4,False
6,4,21,26,5,0.19230769230769232,3.5,0.5,4,3.5,1.707825127659933,5,0,2,1.5,0.5,2,8,0.38095238095238093,0.7,0.7619047619047619,1,13,5,0,False,1,0.38461538461538464,0,0,4,7,False
3,2,4,4,0,0.0,1.3333333333333333,0.4714045207910317,2,1.3333333333333333,0.4714045207910317,2,0,2,1.5,0.5,1,2,0.5,0.6666666666666666,1.0,1,2,0,0,False,0,0.0,0,0,2,5,False
6,6,30,30,0,0.0,5.0,0.0,5,5.0,0.0,5,0,1,1.0,0.0,6,15,0.5,1.0,1.0,1,15,0,0,False,0,0.0,0,0,6,7,False
13,9,133,148,15,0.10135135135135136,10.23076923076923,0.890448992522325,11,10.23076923076923,3.0672926211349054,12,0,2,1.4444444444444444,0.4969039949999533,5,61,0.45864661654135336,0.8525641025641025,0.9172932330827067,1,74,15,0,False,1,0.20270270270270271,0,0,9,4,False
16,8,157,220,63,0.2863636363636364,9.8125,2.877037321620976,15,9.8125,3.0045538354304786,15,0,3,2.0,0.7071067811865476,2,74,0.4713375796178344,0.6541666666666667,0.9426751592356688,1,110,63,4,True,2,0.5727272727272728,0,0,8,3,False
6,5,28,28,0,0.0,4.666666666666667,0.4714045207910317,5,4.666666666666667,0.4714045207910317,5,0,2,1.2,0.4,4,14,0.5,0.9333333333333333,1.0,1,14,0,0,False,0,0.0,0,0,5,7,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,1,False
10,5,63,72,9,0.125,6.3,0.45825756949558405,7,6.3,2.368543856465402,9,0,4,2.0,1.2649110640673518,3,27,0.42857142857142855,0.7,0.8571428571428571,1,36,9,0,False,1,0.25,0,0,5,1,False
12,7,82,120,38,0.31666666666666665,6.833333333333333,1.3437096247164249,11,6.833333333333333,2.6718699236468995,11,0,3,1.7142857142857142,0.6998542122237652,3,37,0.45121951219512196,0.6212121212121212,0.9024390243902439,1,60,38,0,False,1,0.6333333333333333,0,0,7,3,False
13,10,130,148,18,0.12162162162162163,10.0,0.6793662204867574,12,10.0,3.882901373576604,12,0,3,1.3,0.6403124237432849,8,56,0.4307692307692308,0.8333333333333334,0.8615384615384616,1,74,18,0,False,1,0.24324324324324326,0,0,10,5,False
37,9,403,1208,805,0.6663907284768212,10.891891891891891,4.111840409826262,24,10.891891891891891,3.5624451349689568,22,0,6,4.111111111111111,0.9938079899999066,0,184,0.456575682382134,0.30255255255255253,0.913151364764268,2,604,805,16,True,2,1.3327814569536425,2,0,9,3,True
20,10,282,334,52,0.15568862275449102,14.1,3.128897569432403,19,14.1,3.8196858509568563,19,0,5,2.0,1.61245154965971,7,135,0.4787234042553192,0.7421052631578947,0.9574468085106383,1,167,52,0,False,1,0.31137724550898205,0,0,10,3,False
4,3,9,10,1,0.1,2.25,0.4330127018922193,3,2.25,0.82915619758885,3,0,2,1.3333333333333333,0.4714045207910317,2,4,0.4444444444444444,0.75,0.8888888888888888,1,5,1,0,False,1,0.2,0,0,3,8,False
15,10,185,200,15,0.075,12.333333333333334,1.0749676997731399,14,12.333333333333334,1.6599866130651644,14,0,2,1.5,0.5,5,89,0.4810810810810811,0.8809523809523809,0.9621621621621622,1,100,15,0,False,1,0.15,0,0,10,5,False
21,8,312,382,70,0.18324607329842932,14.857142857142858,1.7804684853180874,19,14.857142857142858,1.7804684853180874,19,0,4,2.625,0.6959705453537527,0,156,0.5,0.7428571428571429,1.0,1,191,70,0,False,1,0.36649214659685864,0,0,8,2,False
3,2,3,4,1,0.25,1.0,0.0,1,1.0,0.816496580927726,2,0,2,1.5,0.5,1,1,0.3333333333333333,0.5,0.6666666666666666,1,2,1,0,False,1,0.5,0,0,2,4,False
13,9,146,146,0,0.0,11.23076923076923,0.7994080650317895,12,11.23076923076923,0.7994080650317895,12,0,3,1.4444444444444444,0.6849348892187752,6,73,0.5,0.9358974358974359,1.0,1,73,0,0,False,0,0.0,0,0,9,2,False
6,2,10,18,8,0.4444444444444444,1.6666666666666667,0.4714045207910317,2,1.6666666666666667,0.7453559924999299,3,0,3,3.0,0.0,0,4,0.4,0.3333333333333333,0.8,2,9,8,0,False,1,0.8888888888888888,0,0,2,3,False
17,7,160,246,86,0.34959349593495936,9.411764705882353,1.2860712417103204,12,9.411764705882353,4.298547272104732,14,0,3,2.4285714285714284,0.49487165930539345,0,59,0.36875,0.5882352941176471,0.7375,2,123,86,13,True,3,0.6991869918699187,0,0,7,3,False
11,10,108,108,0,0.0,9.818181818181818,0.385694607919935,10,9.818181818181818,0.385694607919935,10,0,2,1.1,0.3,9,54,0.5,0.9818181818181818,1.0,1,54,0,0,False,0,0.0,0,0,10,1,False
7,7,42,42,0,0.0,6.0,0.0,6,6.0,0.0,6,0,1,1.0,0.0,7,21,0.5,1.0,1.0,1,21,0,0,False,0,0.0,0,0,7,4,False
13,3,44,108,64,0.5925925925925926,3.3846153846153846,1.0769230769230769,5,3.3846153846153846,1.4955555457864294,6,0,6,4.333333333333333,1.247219128924647,0,20,0.45454545454545453,0.28205128205128205,0.9090909090909091,2,54,64,2,True,3,1.1851851851851851,0,0,3,1,False
9,4,40,60,20,0.3333333333333333,4.444444444444445,1.4989708403591155,7,4.444444444444445,1.5713484026367723,7,0,3,2.25,0.4330127018922193,0,16,0.4,0.5555555555555556,0.8,1,30,20,2,True,2,0.6666666666666666,0,0,4,8,False
13,10,138,150,12,0.08,10.615384615384615,1.4955555457864294,12,10.615384615384615,1.4955555457864294,12,0,2,1.3,0.45825756949558394,7,69,0.5,0.8846153846153846,1.0,1,75,12,0,False,1,0.16,0,0,10,2,False
7,4,27,30,3,0.1,3.857142857142857,1.355261854357877,6,3.857142857142857,1.8844151368961313,6,0,4,1.75,1.299038105676658,3,12,0.4444444444444444,0.6428571428571429,0.8888888888888888,1,15,3,0,False,1,0.2,0,0,4,5,False
50,8,501,2180,1679,0.7701834862385321,10.02,3.1905485421789153,18,10.02,3.009916942375653,18,0,7,6.25,0.9682458365518543,0,242,0.48303393213572854,0.20448979591836736,0.9660678642714571,1,1090,1679,9,True,2,1.5403669724770641,0,0,8,3,False
16,8,168,218,50,0.22935779816513763,10.5,2.8284271247461903,15,10.5,3.24037034920393,15,0,3,2.0,0.8660254037844386,3,72,0.42857142857142855,0.7,0.8571428571428571,1,109,50,0,False,1,0.45871559633027525,0,0,8,4,False
10,8,86,86,0,0.0,8.6,0.4898979485566356,9,8.6,0.4898979485566356,9,0,2,1.25,0.4330127018922193,6,43,0.5,0.9555555555555556,1.0,1,43,0,0,False,0,0.0,0,0,8,2,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,6,False
11,5,59,96,37,0.3854166666666667,5.363636363636363,1.3666633071248098,7,5.363636363636363,2.267266166061805,9,0,3,2.2,0.39999999999999997,0,25,0.423728813559322,0.5363636363636364,0.847457627118644,1,48,37,5,True,2,0.7708333333333334,2,0,5,7,True
24,8,232,484,252,0.5206611570247934,9.666666666666666,4.853406592853679,23,9.666666666666666,4.853406592853679,23,0,5,3.0,1.5811388300841898,2,116,0.5,0.42028985507246375,1.0,1,242,252,0,False,1,1.0413223140495869,0,0,8,1,False
7,6,40,40,0,0.0,5.714285714285714,0.45175395145262565,6,5.714285714285714,0.45175395145262565,6,0,2,1.1666666666666667,0.3726779962499649,5,20,0.5,0.9523809523809523,1.0,1,20,0,0,False,0,0.0,0,0,6,3,False
5,3,12,16,4,0.25,2.4,0.8,4,2.4,0.8,4,0,2,1.6666666666666667,0.4714045207910317,1,6,0.5,0.6,1.0,1,8,4,0,False,1,0.5,0,0,3,7,False
5,2,6,8,2,0.25,1.2,0.4,2,1.2,1.4696938456699067,4,0,4,2.5,1.5,1,2,0.3333333333333333,0.3,0.6666666666666666,1,4,2,0,False,1,0.5,0,0,2,6,False
16,9,163,214,51,0.2383177570093458,10.1875,2.833256739160784,15,10.1875,4.516895366288663,15,0,4,1.7777777777777777,1.227262335243029,6,66,0.4049079754601227,0.6791666666666667,0.8098159509202454,1,107,51,4,True,3,0.4766355140186916,0,0,9,7,False
13,7,115,138,23,0.16666666666666666,8.846153846153847,1.9551176964828976,12,8.846153846153847,2.3808903908526404,12,0,4,1.8571428571428572,0.9897433186107869,3,56,0.48695652173913045,0.7371794871794872,0.9739130434782609,1,69,23,0,False,1,0.3333333333333333,0,0,7,4,False
13,8,114,144,30,0.20833333333333334,8.76923076923077,1.80400606147055,11,8.76923076923077,2.965282348830213,12,0,3,1.625,0.6959705453537527,4,50,0.43859649122807015,0.7307692307692307,0.8771929824561403,1,72,30,3,True,2,0.4166666666666667,0,0,8,5,False
22,10,368,428,60,0.14018691588785046,16.727272727272727,2.0710519545262756,21,16.727272727272727,3.1215063115253447,21,0,3,2.2,0.8717797887081347,3,170,0.46195652173913043,0.7965367965367965,0.9239130434782609,1,214,60,7,True,2,0.2803738317757009,0,0,10,5,False
14,7,113,164,51,0.31097560975609756,8.071428571428571,1.486332289048915,10,8.071428571428571,3.6735402487496542,13,0,3,2.0,0.7559289460184544,2,39,0.34513274336283184,0.6208791208791209,0.6902654867256637,1,82,51,4,True,2,0.6219512195121951,0,0,7,8,False
6,5,26,28,2,0.07142857142857142,4.333333333333333,0.4714045207910317,5,4.333333333333333,0.9428090415820634,5,0,2,1.2,0.4000000000000001,4,12,0.46153846153846156,0.8666666666666667,0.9230769230769231,1,14,2,0,False,1,0.14285714285714285,0,0,5,2,False
32,9,593,894,301,0.3366890380313199,18.53125,3.481956840269563,24,18.53125,8.902192057998974,30,0,6,3.5555555555555554,1.3425606637327303,0,193,0.3254637436762226,0.5977822580645161,0.6509274873524452,1,447,301,41,True,2,0.6733780760626398,0,0,9,8,False
2,2,2,2,0,0.0,1.0,0.0,1,1.0,0.0,1,0,1,1.0,0.0,2,1,0.5,1.0,1.0,1,0,0,0,False,0,,0,0,2,2,False
7,2,7,24,17,0.7083333333333334,1.0,0.0,1,1.0,0.5345224838248488,2,0,4,3.5,0.5,0,3,0.42857142857142855,0.16666666666666666,0.8571428571428571,3,12,17,1,True,2,1.4166666666666667,0,0,2,3,False
4,4,12,12,0,0.0,3.0,0.0,3,3.0,0.0,3,0,1,1.0,0.0,4,6,0.5,1.0,1.0,1,6,0,0,False,0,0.0,0,0,4,1,False
6,4,26,26,0,0.0,4.333333333333333,0.4714045207910317,5,4.333333333333333,0.4714045207910317,5,0,2,1.5,0.5,2,13,0.5,0.8666666666666667,1.0,1,13,0,0,False,0,0.0,0,0,4,4,False
8,2,13,32,19,0.59375,1.625,1.1110243021644486,4,1.625,0.6959705453537527,2,0,4,4.0,0.0,0,3,0.23076923076923078,0.23214285714285715,0.46153846153846156,3,16,19,1,True,2,1.1875,0,0,2,5,False
9,3,21,48,27,0.5625,2.3333333333333335,0.6666666666666666,4,2.3333333333333335,2.0548046676563256,8,0,4,3.0,1.4142135623730951,1,8,0.38095238095238093,0.2916666666666667,0.7619047619047619,2,24,27,0,False,1,1.125,0,0,3,4,False
10,9,82,88,6,0.06818181818181818,8.2,0.39999999999999997,9,8.2,2.0880613017821097,9,0,2,1.1111111111111112,0.3142696805273545,8,38,0.4634146341463415,0.9111111111111111,0.926829268292683,1,44,6,0,False,1,0.13636363636363635,0,0,9,5,False
13,9,126,146,20,0.136986301369863,9.692307692307692,0.72160242458822,11,9.692307692307692,2.919025532463119,12,0,3,1.4444444444444444,0.6849348892187752,6,57,0.4523809523809524,0.8076923076923077,0.9047619047619048,1,73,20,0,False,1,0.273972602739726,0,0,9,3,False
4,4,12,12,0,0.0,3.0,0.0,3,3.0,0.0,3,0,1,1.0,0.0,4,6,0.5,1.0,1.0,1,6,0,0,False,0,0.0,0,0,4,3,False
15,6,121,184,63,0.3423913043478261,8.066666666666666,2.6195843605851334,12,8.066666666666666,3.940671121635107,14,0,3,2.5,0.7637626158259734,1,47,0.3884297520661157,0.5761904761904761,0.7768595041322314,1,92,63,3,True,2,0.6847826086956522,0,0,6,1,False
9,5,36,64,28,0.4375,4.0,0.0,4,4.0,1.4907119849998598,8,0,2,1.8,0.4,1,16,0.4444444444444444,0.5,0.8888888888888888,2,32,28,0,False,1,0.875,0,0,5,3,False
6,2,14,16,2,0.125,2.3333333333333335,0.9428090415820635,4,2.3333333333333335,0.9428090415820635,4,0,4,3.0,1.0,0,7,0.5,0.4666666666666667,1.0,1,8,2,0,False,1,0.25,0,0,2,4,False
4,2,4,8,4,0.5,1.0,0.0,1,1.0,0.0,1,0,2,2.0,0.0,0,2,0.5,0.3333333333333333,1.0,2,4,4,0,False,1,1.0,0,0,2,8,False
11,8,95,104,9,0.08653846153846154,8.636363636363637,1.2984415324623362,10,8.636363636363637,1.7200807207658637,10,0,2,1.375,0.4841229182759271,5,45,0.47368421052631576,0.8636363636363636,0.9473684210526315,1,52,9,0,False,1,0.17307692307692307,0,0,8,3,False
3,2,3,4,1,0.25,1.0,0.0,1,1.0,0.816496580927726,2,0,2,1.5,0.5,1,1,0.3333333333333333,0.5,0.6666666666666666,1,2,1,0,False,1,0.5,0,0,2,1,False
15,9,165,194,29,0.14948453608247422,11.0,2.0976176963403033,14,11.0,2.943920288775949,14,0,3,1.6666666666666667,0.816496580927726,5,76,0.46060606060606063,0.7857142857142857,0.9212121212121213,1,97,29,4,True,2,0.29896907216494845,0,0,9,6,False
16,9,192,218,26,0.11926605504587157,12.0,1.5811388300841898,15,12.0,3.5355339059327378,15,0,4,1.7777777777777777,1.0304020550550783,5,88,0.4583333333333333,0.8,0.9166666666666666,1,109,26,0,False,1,0.23853211009174313,0,0,9,2,False
8,4,30,48,18,0.375,3.75,0.4330127018922193,4,3.75,1.5612494995995996,6,0,2,2.0,0.0,0,12,0.4,0.5357142857142857,0.8,2,24,18,0,False,1,0.75,0,0,4,3,False
15,10,170,194,24,0.12371134020618557,11.333333333333334,1.7384539747207062,14,11.333333333333334,3.8412960775701155,14,0,4,1.5,0.9219544457292888,7,73,0.4294117647058823,0.8095238095238095,0.8588235294117647,1,97,24,0,False,1,0.24742268041237114,0,0,10,8,False
4,4,12,12,0,0.0,3.0,0.0,3,3.0,0.0,3,0,1,1.0,0.0,4,6,0.5,1.0,1.0,1,6,0,0,False,0,0.0,0,0,4,2,False
6,6,30,30,0,0.0,5.0,0.0,5,5.0,0.0,5,0,1,1.0,0.0,6,15,0.5,1.0,1.0,1,15,0,0,False,0,0.0,0,0,6,4,False
23,7,237,448,211,0.47098214285714285,10.304347826086957,2.709641121892675,15,10.304347826086957,4.368213072210924,19,0,5,3.2857142857142856,0.880630571852711,0,62,0.2616033755274262,0.4683794466403162,0.5232067510548524,1,224,211,35,True,2,0.9419642857142857,0,0,7,3,False
6,4,21,26,5,0.19230769230769232,3.5,0.7637626158259734,5,3.5,1.118033988749895,5,0,2,1.5,0.5,2,10,0.47619047619047616,0.7,0.9523809523809523,1,13,5,0,False,1,0.38461538461538464,0,0,4,4,False
12,6,83,106,23,0.2169811320754717,6.916666666666667,1.6562172428626494,9,6.916666666666667,3.32812092461931,11,0,5,2.0,1.5275252316519468,4,33,0.39759036144578314,0.6287878787878788,0.7951807228915663,1,53,23,3,True,2,0.4339622641509434,0,0,6,8,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,8,False
4,3,10,10,0,0.0,2.5,0.5,3,2.5,0.5,3,0,2,1.3333333333333333,0.4714045207910317,2,5,0.5,0.8333333333333334,1.0,1,5,0,0,False,0,0.0,0,0,3,2,False
4,4,12,12,0,0.0,3.0,0.0,3,3.0,0.0,3,0,1,1.0,0.0,4,6,0.5,1.0,1.0,1,6,0,0,False,0,0.0,0,0,4,7,False
3,2,3,4,1,0.25,1.0,0.0,1,1.0,0.816496580927726,2,0,2,1.5,0.5,1,1,0.3333333333333333,0.5,0.6666666666666666,1,2,1,0,False,1,0.5,0,0,2,1,False
10,9,88,88,0,0.0,8.8,0.4,9,8.8,0.4,9,0,2,1.1111111111111112,0.3142696805273545,8,44,0.5,0.9777777777777777,1.0,1,44,0,0,False,0,0.0,0,0,9,5,False
8,2,19,32,13,0.40625,2.375,0.9921567416492215,4,2.375,0.8569568250501305,4,0,4,4.0,0.0,0,9,0.47368421052631576,0.3392857142857143,0.9473684210526315,1,16,13,0,False,1,0.8125,0,0,2,8,False
13,7,106,140,34,0.24285714285714285,8.153846153846153,1.0262818510866412,10,8.153846153846153,3.158533102715048,12,0,3,1.8571428571428572,0.8329931278350429,3,43,0.4056603773584906,0.6794871794871795,0.8113207547169812,1,70,34,5,True,2,0.4857142857142857,0,0,7,4,False
13,10,146,150,4,0.02666666666666667,11.23076923076923,0.696568087549032,12,11.23076923076923,1.3099527973789538,12,0,2,1.3,0.45825756949558394,7,71,0.4863013698630137,0.9358974358974359,0.9726027397260274,1,75,4,0,False,1,0.05333333333333334,0,0,10,3,False
30,6,244,738,494,0.6693766937669376,8.133333333333333,3.896437118987322,22,8.133333333333333,4.69562444078409,21,0,7,5.0,1.4142135623730951,0,75,0.3073770491803279,0.28045977011494255,0.6147540983606558,1,369,494,36,True,3,1.3387533875338753,3,0,6,7,True
6,2,8,18,10,0.5555555555555556,1.3333333333333333,0.7453559924999299,3,1.3333333333333333,0.4714045207910317,2,0,3,3.0,0.0,0,3,0.375,0.26666666666666666,0.75,3,9,10,0,False,1,1.1111111111111112,0,0,2,4,False
10,5,59,76,17,0.2236842105263158,5.9,0.9433981132056604,7,5.9,2.662705391138869,9,0,3,2.0,0.8944271909999159,2,21,0.3559322033898305,0.6555555555555556,0.711864406779661,1,38,17,2,True,2,0.4473684210526316,0,0,5,5,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,2,False
6,2,7,18,11,0.6111111111111112,1.1666666666666667,0.3726779962499649,2,1.1666666666666667,0.6871842709362768,2,0,3,3.0,0.0,0,2,0.2857142857142857,0.23333333333333334,0.5714285714285714,2,9,11,2,True,2,1.2222222222222223,0,0,2,2,False
25,9,388,524,136,0.2595419847328244,15.52,2.7585503439306667,19,15.52,7.397945660789892,24,0,6,2.7777777777777777,1.872477727372524,4,153,0.3943298969072165,0.6466666666666666,0.788659793814433,1,262,136,4,True,3,0.5190839694656488,0,0,9,4,False
21,9,268,376,108,0.2872340425531915,12.761904761904763,1.7702505043277244,16,12.761904761904763,6.480040872187106,20,0,5,2.3333333333333335,1.3333333333333333,3,104,0.3880597014925373,0.638095238095238,0.7761194029850746,2,188,108,0,False,1,0.574468085106383,0,0,9,1,False
29,10,433,742,309,0.4164420485175202,14.931034482758621,6.329629473726957,27,14.931034482758621,7.109639083340494,28,0,4,2.9,1.2206555615733703,2,164,0.3787528868360277,0.5332512315270936,0.7575057736720554,1,371,309,32,True,3,0.8328840970350404,5,0,10,6,True
3,2,4,4,0,0.0,1.3333333333333333,0.4714045207910317,2,1.3333333333333333,0.4714045207910317,2,0,2,1.5,0.5,1,2,0.5,0.6666666666666666,1.0,1,2,0,0,False,0,0.0,0,0,2,1,False
11,5,89,96,7,0.07291666666666667,8.090909090909092,0.7925270806437588,9,8.090909090909092,0.7925270806437588,9,0,3,2.2,0.39999999999999997,0,43,0.48314606741573035,0.8090909090909091,0.9662921348314607,1,48,7,0,False,1,0.14583333333333334,0,0,5,4,False
8,3,21,42,21,0.5,2.625,1.1110243021644486,5,2.625,0.6959705453537527,4,0,3,2.6666666666666665,0.4714045207910317,0,9,0.42857142857142855,0.375,0.8571428571428571,2,21,21,0,False,1,1.0,0,0,3,6,False
5,5,20,20,0,0.0,4.0,0.0,4,4.0,0.0,4,0,1,1.0,0.0,5,10,0.5,1.0,1.0,1,10,0,0,False,0,0.0,0,0,5,5,False
13,2,47,84,37,0.44047619047619047,3.6153846153846154,1.5951108733329016,7,3.6153846153846154,1.9429739908177055,6,0,7,6.5,0.5,0,17,0.3617021276595745,0.30128205128205127,0.723404255319149,2,42,37,2,True,2,0.8809523809523809,0,0,2,8,False
4,4,12,12,0,0.0,3.0,0.0,3,3.0,0.0,3,0,1,1.0,0.0,4,6,0.5,1.0,1.0,1,6,0,0,False,0,0.0,0,0,4,5,False
22,9,253,428,175,0.4088785046728972,11.5,2.692582403567252,18,11.5,2.7592818565047614,19,0,3,2.4444444444444446,0.49690399499995325,0,121,0.4782608695652174,0.5476190476190477,0.9565217391304348,1,214,175,6,True,2,0.8177570093457944,0,0,9,5,False
8,6,47,50,3,0.06,5.875,0.9270248108869579,7,5.875,1.5360257159305635,7,0,3,1.3333333333333333,0.74535599249993,5,22,0.46808510638297873,0.8392857142857143,0.9361702127659575,1,25,3,0,False,1,0.12,0,0,6,6,False
7,2,19,20,1,0.05,2.7142857142857144,1.1605769149479943,5,2.7142857142857144,1.4846149779161804,5,0,5,3.5,1.5,0,9,0.47368421052631576,0.4523809523809524,0.9473684210526315,1,10,1,0,False,1,0.1,0,0,2,5,False
6,3,17,24,7,0.2916666666666667,2.8333333333333335,0.6871842709362768,4,2.8333333333333335,1.4624940645653537,4,0,2,2.0,0.0,0,6,0.35294117647058826,0.5666666666666667,0.7058823529411765,1,12,7,1,True,2,0.5833333333333334,0,0,3,7,False
10,4,40,74,34,0.4594594594594595,4.0,1.0954451150103321,7,4.0,1.6733200530681511,7,0,3,2.5,0.5,0,18,0.45,0.4444444444444444,0.9,1,37,34,3,True,2,0.918918918918919,0,0,4,4,False
14,10,148,174,26,0.14942528735632185,10.571428571428571,1.3477115902938006,13,10.571428571428571,3.2888184094918107,13,0,2,1.4,0.48989794855663565,6,65,0.4391891891891892,0.8131868131868132,0.8783783783783784,1,87,26,0,False,1,0.2988505747126437,0,0,10,4,False
16,4,103,192,89,0.4635416666666667,6.4375,2.3175620272173947,11,6.4375,3.2009520068254695,12,0,4,4.0,0.0,0,47,0.4563106796116505,0.42916666666666664,0.912621359223301,1,96,89,5,True,3,0.9270833333333334,1,0,4,7,True
9,6,53,64,11,0.171875,5.888888888888889,0.7370277311900888,7,5.888888888888889,2.282515398241571,8,0,3,1.5,0.7637626158259734,4,23,0.4339622641509434,0.7361111111111112,0.8679245283018868,1,32,11,0,False,1,0.34375,0,0,6,5,False
10,6,66,82,16,0.1951219512195122,6.6,1.4966629547095764,9,6.6,1.9595917942265426,9,0,2,1.6666666666666667,0.4714045207910317,2,29,0.4393939393939394,0.7333333333333333,0.8787878787878788,1,41,16,0,False,1,0.3902439024390244,0,0,6,7,False
14,6,94,162,68,0.41975308641975306,6.714285714285714,1.979486637221574,12,6.714285714285714,3.080551236121118,12,0,3,2.3333333333333335,0.4714045207910317,0,29,0.30851063829787234,0.5164835164835165,0.6170212765957447,1,81,68,14,True,2,0.8395061728395061,0,0,6,4,False
10,4,41,74,33,0.44594594594594594,4.1,1.57797338380595,7,4.1,2.0712315177207983,7,0,3,2.5,0.5,0,11,0.2682926829268293,0.45555555555555555,0.5365853658536586,3,37,33,7,True,2,0.8918918918918919,0,0,4,6,False
25,7,236,520,284,0.5461538461538461,9.44,4.08,20,9.44,6.053627011965636,24,0,5,3.5714285714285716,1.498298354528788,1,49,0.2076271186440678,0.3933333333333333,0.4152542372881356,1,260,284,56,True,2,1.0923076923076922,0,0,7,7,False
19,9,216,314,98,0.31210191082802546,11.368421052631579,2.813698190447086,18,11.368421052631579,4.144883038357301,18,0,4,2.111111111111111,0.8748897637790901,2,84,0.3888888888888889,0.631578947368421,0.7777777777777778,1,157,98,17,True,3,0.6242038216560509,0,0,9,8,False
10,6,78,82,4,0.04878048780487805,7.8,0.7483314773547882,9,7.8,0.7483314773547882,9,0,2,1.6666666666666667,0.4714045207910317,2,39,0.5,0.8666666666666667,1.0,1,41,4,0,False,1,0.0975609756097561,0,0,6,3,False
5,2,6,12,6,0.5,1.2,0.4,2,1.2,0.4,2,0,3,2.5,0.5,0,3,0.5,0.3,1.0,2,6,6,0,False,1,1.0,0,0,2,5,False
9,6,53,66,13,0.19696969696969696,5.888888888888889,1.286204100310025,8,5.888888888888889,2.3306863292670035,8,0,2,1.5,0.5,3,21,0.39622641509433965,0.7361111111111112,0.7924528301886793,1,33,13,4,True,2,0.3939393939393939,0,0,6,6,False
10,3,28,66,38,0.5757575757575758,2.8,0.9797958971132712,5,2.8,0.8717797887081347,4,0,4,3.3333333333333335,0.4714045207910317,0,12,0.42857142857142855,0.3111111111111111,0.8571428571428571,2,33,38,3,True,2,1.1515151515151516,0,0,3,2,False
